,Filtered,Sensor,TrackID,TrackState,timestamp,xPos,xSpeed,yPos,ySpeed
848,1,Radar,9,CONFIRMED,17:39:49867,,,3277801.27044,-5.07293705275
849,0,Radar,9,CONFIRMED,17:39:49867,,,3277801.9847,-5.1
850,1,Radar,8,CONFIRMED,17:39:50068,,,3277727.2832400003,-8.54611329615
851,0,Radar,8,CONFIRMED,17:39:50068,,,3277727.7447,-8.5
852,1,Radar,9,CONFIRMED,17:39:50068,,,3277800.4682299998,-5.15662100149
853,0,Radar,9,CONFIRMED,17:39:50068,,,3277800.8967,-5.2
854,1,Radar,8,CONFIRMED,17:39:50269,,,3277725.62695,-8.41143263695
855,0,Radar,8,CONFIRMED,17:39:50269,,,3277726.0167,-8.4
856,1,Radar,9,CONFIRMED,17:39:50270,,,3277799.27044,-5.25422140577
857,0,Radar,9,CONFIRMED,17:39:50270,,,3277799.8727,-5.3
858,1,Radar,8,CONFIRMED,17:39:50471,,,3277723.9432900003,-8.30641075462
859,0,Radar,8,CONFIRMED,17:39:50471,,,3277724.2247,-8.3
860,1,Radar,9,CONFIRMED,17:39:50471,,,3277798.18866,-5.37460731381
861,0,Radar,9,CONFIRMED,17:39:50471,,,3277798.9127,-5.4
862,1,Radar,8,CONFIRMED,17:39:50677,,,3277722.33537,-8.12173669345
863,0,Radar,8,CONFIRMED,17:39:50677,,,3277722.6247,-8.1
864,1,Radar,9,CONFIRMED,17:39:50677,,,3277797.1156599997,-5.46703090969
865,0,Radar,9,CONFIRMED,17:39:50677,,,3277797.6967,-5.5
866,1,Radar,8,CONFIRMED,17:39:50831,,,3277720.72766,-7.87344063826
867,0,Radar,8,CONFIRMED,17:39:50831,,,3277721.7287,-7.8
868,1,Radar,9,CONFIRMED,17:39:50831,,,3277796.01039,-5.48904476878
869,0,Radar,9,CONFIRMED,17:39:50831,,,3277796.8647,-5.5
870,1,Radar,8,CONFIRMED,17:39:51077,,,3277719.29984,-7.58159788158
871,0,Radar,8,CONFIRMED,17:39:51077,,,3277720.0007,-7.5
872,1,Radar,9,CONFIRMED,17:39:51077,,,3277794.9527,-5.5915288229
873,0,Radar,9,CONFIRMED,17:39:51077,,,3277795.4567,-5.6
874,1,Radar,8,CONFIRMED,17:39:51280,,,3277717.8331299997,-7.33619751578
875,0,Radar,8,CONFIRMED,17:39:51280,,,3277718.4007,-7.3
876,1,Radar,9,CONFIRMED,17:39:51280,,,3277793.9166,-5.69217228944
877,0,Radar,9,CONFIRMED,17:39:51280,,,3277794.4967,-5.7
878,1,Radar,8,CONFIRMED,17:39:51483,,,3277716.45063,-6.99590690888
879,0,Radar,8,CONFIRMED,17:39:51483,,,3277716.8647,-6.9
880,1,Radar,9,CONFIRMED,17:39:51483,,,3277792.8280599997,-5.7545508894
881,0,Radar,9,CONFIRMED,17:39:51483,,,3277793.4087,-5.8
882,1,Radar,8,CONFIRMED,17:39:51687,,,3277715.0762,-6.67496139874
883,0,Radar,8,CONFIRMED,17:39:51687,,,3277715.3287,-6.6
884,1,Radar,9,CONFIRMED,17:39:51687,,,3277791.78357,-5.83212367889
885,0,Radar,9,CONFIRMED,17:39:51687,,,3277792.1287,-5.9
886,1,Radar,8,CONFIRMED,17:39:51890,,,3277713.82321,-6.38928136631
887,0,Radar,8,CONFIRMED,17:39:51890,,,3277713.9207,-6.3
888,1,Radar,9,CONFIRMED,17:39:51890,,,3277790.66312,-5.90166145801
889,0,Radar,9,CONFIRMED,17:39:51890,,,3277790.9767,-5.9
890,1,Radar,8,CONFIRMED,17:39:52043,,,3277712.6401,-6.07932815648
891,0,Radar,8,CONFIRMED,17:39:52043,,,3277713.0247,-6.0
892,1,Radar,9,CONFIRMED,17:39:52043,,,3277789.51807,-5.90359058478
893,0,Radar,9,CONFIRMED,17:39:52043,,,3277790.0807,-5.9
894,1,Radar,8,CONFIRMED,17:39:52244,,,3277711.52404,-5.81239200105
895,0,Radar,8,CONFIRMED,17:39:52244,,,3277711.8727,-5.7
896,1,Radar,9,CONFIRMED,17:39:52244,,,3277788.20498,-5.93499524077
897,0,Radar,9,CONFIRMED,17:39:52244,,,3277788.8647,-5.9
898,1,Radar,8,CONFIRMED,17:39:52469,,,3277710.42116,-5.47638409426
899,0,Radar,8,CONFIRMED,17:39:52469,,,3277710.7847,-5.4
900,1,Radar,9,CONFIRMED,17:39:52469,,,3277786.98375,-6.12427397567
901,0,Radar,9,CONFIRMED,17:39:52469,,,3277787.2647,-6.2
902,1,Radar,8,CONFIRMED,17:39:52647,,,3277709.29778,-5.14631871904
903,0,Radar,8,CONFIRMED,17:39:52647,,,3277709.5687,-5.0
904,1,Radar,9,CONFIRMED,17:39:52647,,,3277785.53537,-6.28317043312
905,0,Radar,9,CONFIRMED,17:39:52647,,,3277785.8567,-6.3
906,1,Radar,8,CONFIRMED,17:39:52850,,,3277708.33792,-4.8025699063
907,0,Radar,8,CONFIRMED,17:39:52850,,,3277708.6087,-4.7
908,1,Radar,9,CONFIRMED,17:39:52850,,,3277784.2626799997,-6.39996916836
909,0,Radar,9,CONFIRMED,17:39:52850,,,3277784.1927,-6.4
910,1,Radar,8,CONFIRMED,17:39:53052,,,3277707.5582,-4.40950013506
911,0,Radar,8,CONFIRMED,17:39:53052,,,3277707.7127,-4.3
912,1,Radar,9,CONFIRMED,17:39:53052,,,3277782.98796,-6.46270630268
913,0,Radar,9,CONFIRMED,17:39:53052,,,3277782.9767,-6.5
914,1,Radar,8,CONFIRMED,17:39:53252,,,3277706.6677900003,-4.49452793448
915,0,Radar,8,CONFIRMED,17:39:53252,,,,
916,1,Radar,9,CONFIRMED,17:39:53254,,,3277781.7000700003,-6.5513387587
917,0,Radar,9,CONFIRMED,17:39:53254,,,3277781.6967,-6.6
918,1,Radar,8,CONFIRMED,17:39:53452,,,3277705.7783,-4.40039919857
919,0,Radar,8,CONFIRMED,17:39:53452,,,,
920,1,Radar,9,CONFIRMED,17:39:53456,,,3277780.26883,-6.73956159673
921,0,Radar,9,CONFIRMED,17:39:53456,,,3277780.4807,-6.8
922,1,Radar,8,CONFIRMED,17:39:53652,,,3277704.89789,-4.40374976863
923,0,Radar,8,CONFIRMED,17:39:53652,,,,
924,1,Radar,9,CONFIRMED,17:39:53658,,,3277778.7749,-6.83294525743
925,0,Radar,9,CONFIRMED,17:39:53658,,,3277779.1367,-6.9
926,1,Radar,8,CONFIRMED,17:39:53852,,,3277704.02451,-4.33006075381
927,0,Radar,8,CONFIRMED,17:39:53852,,,,
928,1,Radar,9,CONFIRMED,17:39:53873,,,3277777.42425,-7.03456326446
929,0,Radar,9,CONFIRMED,17:39:53873,,,3277777.7927,-7.1
930,1,Radar,8,ZOMBIE,17:39:54052,,,3277703.1579299998,-4.33570005968
931,0,Radar,8,ZOMBIE,17:39:54052,,,,
932,1,Radar,9,CONFIRMED,17:39:54063,,,3277775.9070900003,-7.20169378247
933,0,Radar,9,CONFIRMED,17:39:54063,,,3277776.5127,-7.2
934,1,Radar,8,ZOMBIE,17:39:54252,,,3277702.29435,-4.30006092621
935,0,Radar,8,ZOMBIE,17:39:54252,,,,
936,1,Radar,9,CONFIRMED,17:39:54268,,,3277774.40694,-7.2382251623
937,0,Radar,9,CONFIRMED,17:39:54268,,,3277775.1687,-7.3
938,1,Radar,8,ZOMBIE,17:39:54452,,,3277701.43758,-4.26769117939
939,0,Radar,8,ZOMBIE,17:39:54452,,,,
940,1,Radar,9,CONFIRMED,17:39:54470,,,3277773.09272,-7.3637669837
941,0,Radar,9,CONFIRMED,17:39:54470,,,3277773.7607,-7.4
942,1,Radar,8,ZOMBIE,17:39:54652,,,3277700.5814900002,-4.29319758428
943,0,Radar,8,ZOMBIE,17:39:54652,,,,
944,1,Radar,9,CONFIRMED,17:39:54671,,,3277771.6309599997,-7.4347299663
945,0,Radar,9,CONFIRMED,17:39:54671,,,3277772.3527,-7.5
946,1,Radar,8,ZOMBIE,17:39:54852,,,3277699.7213,-4.30872315065
947,0,Radar,8,ZOMBIE,17:39:54852,,,,
948,1,Radar,9,CONFIRMED,17:39:54901,,,3277770.1156599997,-7.58910813182
949,0,Radar,9,CONFIRMED,17:39:54901,,,3277770.8807,-7.6
950,1,Radar,9,CONFIRMED,17:39:55077,,,3277768.5219400004,-7.69909706816
951,0,Radar,9,CONFIRMED,17:39:55077,,,3277769.4087,-7.7
952,1,Radar,9,CONFIRMED,17:39:55280,,,3277766.99992,-7.80378495095
953,0,Radar,9,CONFIRMED,17:39:55280,,,3277768.0647,-7.8
954,1,Radar,9,CONFIRMED,17:39:55461,,,3277765.51562,-7.81456212053
955,0,Radar,9,CONFIRMED,17:39:55461,,,3277766.9767,-7.8
956,1,Radar,9,CONFIRMED,17:39:55658,,,3277764.00898,-7.87895152917
957,0,Radar,9,CONFIRMED,17:39:55658,,,3277765.6967,-7.9
958,1,Radar,9,CONFIRMED,17:39:55868,,,3277762.41678,-7.89251103633
959,0,Radar,9,CONFIRMED,17:39:55868,,,3277764.0327,-7.9
960,1,Radar,9,CONFIRMED,17:39:56040,,,3277760.79391,-7.93558957073
961,0,Radar,9,CONFIRMED,17:39:56040,,,3277762.4967,-7.9
962,1,Radar,9,CONFIRMED,17:39:56289,,,3277759.19048,-7.96996102105
963,0,Radar,9,CONFIRMED,17:39:56289,,,3277760.5127,-8.0
964,1,Radar,9,CONFIRMED,17:39:56491,,,3277757.55274,-8.08627895901
965,0,Radar,9,CONFIRMED,17:39:56491,,,3277758.7207,-8.1
966,1,Radar,9,CONFIRMED,17:39:56694,,,3277755.9867,-8.1253529737
967,0,Radar,9,CONFIRMED,17:39:56694,,,3277757.1207,-8.1
968,1,Radar,9,CONFIRMED,17:39:56899,,,3277754.4690099997,-8.19455963555
969,0,Radar,9,CONFIRMED,17:39:56899,,,3277755.5207,-8.2
970,1,Radar,9,CONFIRMED,17:39:57100,,,3277752.92759,-8.16293603272
971,0,Radar,9,CONFIRMED,17:39:57100,,,3277753.8567,-8.2
972,1,Radar,9,CONFIRMED,17:39:57301,,,3277751.3696,-8.30278471326
973,0,Radar,9,CONFIRMED,17:39:57301,,,3277752.2567,-8.3
974,1,Radar,9,CONFIRMED,17:39:57503,,,3277749.66473,-8.26462699474
975,0,Radar,9,CONFIRMED,17:39:57503,,,3277750.3367,-8.3
976,1,Radar,9,CONFIRMED,17:39:57704,,,3277748.08024,-8.30503025787
977,0,Radar,9,CONFIRMED,17:39:57704,,,3277748.4807,-8.3
978,1,Radar,9,CONFIRMED,17:39:57846,,,3277746.44455,-8.29905665872
979,0,Radar,9,CONFIRMED,17:39:57846,,,3277747.0727,-8.3
980,1,Radar,9,CONFIRMED,17:39:58110,,,3277744.76352,-8.27439259025
981,0,Radar,9,CONFIRMED,17:39:58110,,,3277745.2807,-8.3
982,1,Radar,9,CONFIRMED,17:39:58313,,,3277743.0869,-8.26678001479
983,0,Radar,9,CONFIRMED,17:39:58313,,,3277743.6807,-8.3
984,1,Radar,9,CONFIRMED,17:39:58515,,,3277741.3933200003,-8.3115445239
985,0,Radar,9,CONFIRMED,17:39:58515,,,3277741.9527,-8.3
986,1,Radar,9,CONFIRMED,17:39:58716,,,3277739.75425,-8.24391945529
987,0,Radar,9,CONFIRMED,17:39:58716,,,3277740.4167,-8.2
988,1,Radar,9,CONFIRMED,17:39:58917,,,3277738.11685,-8.17674564049
989,0,Radar,9,CONFIRMED,17:39:58917,,,3277738.8167,-8.2
990,1,Radar,9,CONFIRMED,17:39:59119,,,3277736.5934099997,-8.19772289176
991,0,Radar,9,CONFIRMED,17:39:59119,,,3277736.9607,-8.2
992,1,Radar,9,CONFIRMED,17:39:59322,,,3277734.99009,-8.01376154246
993,0,Radar,9,CONFIRMED,17:39:59322,,,3277735.4887,-8.0
994,1,Radar,9,CONFIRMED,17:39:59522,,,3277733.4221900003,-8.0052431182
995,0,Radar,9,CONFIRMED,17:39:59522,,,3277733.7607,-8.0
996,1,Radar,9,CONFIRMED,17:39:59658,,,3277731.8194,-7.92002712914
997,0,Radar,9,CONFIRMED,17:39:59658,,,3277732.4807,-7.9
998,1,Radar,9,CONFIRMED,17:39:59864,,,3277730.30002,-7.84647038636
999,0,Radar,9,CONFIRMED,17:39:59864,,,3277730.9447,-7.8
1000,1,Radar,9,CONFIRMED,17:40:130,,,3277728.82958,-7.65337817225
1001,0,Radar,9,CONFIRMED,17:40:130,,,3277729.0887,-7.6
1002,1,Radar,9,CONFIRMED,17:40:337,,,3277727.24106,-7.50543348505
1003,0,Radar,9,CONFIRMED,17:40:337,,,3277727.5527,-7.5
1004,1,Radar,9,CONFIRMED,17:40:455,,,3277725.8386,-7.19992820199
1005,0,Radar,9,CONFIRMED,17:40:455,,,3277726.8487,-7.1
1006,1,Radar,9,CONFIRMED,17:40:737,,,3277724.40385,-7.11875078101
1007,0,Radar,9,CONFIRMED,17:40:737,,,3277724.6727,-7.1
1008,1,Radar,9,CONFIRMED,17:40:939,,,3277722.90437,-6.95008006615
1009,0,Radar,9,CONFIRMED,17:40:939,,,3277723.3927,-6.9
1010,1,Radar,9,CONFIRMED,17:40:1141,,,3277721.57352,-6.82325118154
1011,0,Radar,9,CONFIRMED,17:40:1141,,,3277722.3047,-6.8
1012,1,Radar,9,CONFIRMED,17:40:1344,,,3277720.22016,-6.63541917749
1013,0,Radar,9,CONFIRMED,17:40:1344,,,3277721.0247,-6.6
1014,1,Radar,9,CONFIRMED,17:40:1544,,,3277719.01175,-6.49291053925
1015,0,Radar,9,CONFIRMED,17:40:1544,,,3277719.4247,-6.4
1016,1,Radar,9,CONFIRMED,17:40:1680,,,3277717.7672900003,-6.28854892906
1017,0,Radar,9,CONFIRMED,17:40:1680,,,3277718.3367,-6.2
1018,1,Radar,9,CONFIRMED,17:40:1852,,,3277716.5937,-6.05944692946
1019,0,Radar,9,CONFIRMED,17:40:1852,,,3277717.3127,-6.0
1020,1,Radar,9,CONFIRMED,17:40:2096,,,3277715.38623,-5.78763801902
1021,0,Radar,9,CONFIRMED,17:40:2096,,,3277715.3927,-5.7
1022,1,Radar,9,CONFIRMED,17:40:2303,,,3277714.30913,-5.5170921117
1023,0,Radar,9,CONFIRMED,17:40:2303,,,3277714.5607,-5.4
1024,1,Radar,9,CONFIRMED,17:40:2505,,,3277713.26779,-5.2551305071
1025,0,Radar,9,CONFIRMED,17:40:2505,,,3277713.5367,-5.2
1026,1,Radar,9,CONFIRMED,17:40:2709,,,3277712.2363299998,-5.12812099877
1027,0,Radar,9,CONFIRMED,17:40:2709,,,3277712.3207,-5.1
1028,1,Radar,9,CONFIRMED,17:40:2931,,,3277711.26122,-4.94922256288
1029,0,Radar,9,CONFIRMED,17:40:2931,,,3277711.2327,-4.9
1030,1,Radar,9,CONFIRMED,17:40:3112,,,3277710.33544,-4.8593972212
1031,0,Radar,9,CONFIRMED,17:40:3112,,,3277710.3367,-4.8
1032,1,Radar,9,CONFIRMED,17:40:3320,,,3277709.41555,-4.66196203334
1033,0,Radar,9,CONFIRMED,17:40:3320,,,3277709.3767,-4.6
1034,1,Radar,9,CONFIRMED,17:40:3518,,,3277708.50648,-4.45910747223
1035,0,Radar,9,CONFIRMED,17:40:3518,,,3277708.4167,-4.4
1036,1,Radar,9,CONFIRMED,17:40:3720,,,3277707.70675,-4.25235555601
1037,0,Radar,9,CONFIRMED,17:40:3720,,,3277707.5847,-4.2
1038,1,Radar,9,CONFIRMED,17:40:3855,,,3277706.8419999997,-4.07706668114
1039,0,Radar,9,CONFIRMED,17:40:3855,,,3277706.9447,-4.0
1040,1,Radar,9,CONFIRMED,17:40:4055,,,3277706.02,-4.14289138264
1041,0,Radar,9,CONFIRMED,17:40:4055,,,,
1042,1,Radar,9,CONFIRMED,17:40:4255,,,3277705.19342,-4.12288824953
1043,0,Radar,9,CONFIRMED,17:40:4255,,,,
1044,1,Radar,9,CONFIRMED,17:40:4455,,,3277704.36778,-4.13348622439
1045,0,Radar,9,CONFIRMED,17:40:4455,,,,
1046,1,Radar,9,CONFIRMED,17:40:4655,,,3277703.5389099997,-4.15526569586
1047,0,Radar,9,CONFIRMED,17:40:4655,,,,
1048,1,Radar,9,ZOMBIE,17:40:4855,,,3277702.7024,-4.20983233037
1049,0,Radar,9,ZOMBIE,17:40:4855,,,,
1050,1,Radar,9,ZOMBIE,17:40:5055,,,3277701.86938,-4.12041013328
1051,0,Radar,9,ZOMBIE,17:40:5055,,,,
1052,1,Radar,9,ZOMBIE,17:40:5255,,,3277701.04629,-4.11043270303
1053,0,Radar,9,ZOMBIE,17:40:5255,,,,
1054,1,Radar,9,ZOMBIE,17:40:5455,,,3277700.22634,-4.08910053937
1055,0,Radar,9,ZOMBIE,17:40:5455,,,,
1056,1,Radar,9,ZOMBIE,17:40:5655,,,3277699.41121,-4.062187095
1057,0,Radar,9,ZOMBIE,17:40:5655,,,,
1058,1,Radar,10,CONFIRMED,17:40:7258,,,3277691.92499,-4.62477126934
1059,0,Radar,10,CONFIRMED,17:40:7258,,,3277692.7367,-4.6
1060,1,Radar,10,CONFIRMED,17:40:7463,,,3277691.2004,-4.58164592504
1061,0,Radar,10,CONFIRMED,17:40:7463,,,3277691.7767,-4.6
1062,1,Radar,10,CONFIRMED,17:40:7665,,,3277690.057,-4.65694068492
1063,0,Radar,10,CONFIRMED,17:40:7665,,,3277691.0087,-4.7
1064,1,Radar,10,CONFIRMED,17:40:7868,,,3277689.26725,-4.54859744023
1065,0,Radar,10,CONFIRMED,17:40:7868,,,3277690.1767,-4.5
1066,1,Radar,10,CONFIRMED,17:40:8070,,,3277688.68426,-4.59826100367
1067,0,Radar,10,CONFIRMED,17:40:8070,,,3277689.5367,-4.6
1068,1,Radar,10,CONFIRMED,17:40:8269,,,3277687.69782,-4.60092891683
1069,0,Radar,10,CONFIRMED,17:40:8269,,,3277688.8327,-4.6
1070,1,Radar,10,CONFIRMED,17:40:8472,,,3277686.80906,-4.58390379693
1071,0,Radar,10,CONFIRMED,17:40:8472,,,3277687.9367,-4.6
1072,1,Radar,10,CONFIRMED,17:40:8677,,,3277686.10397,-4.60514197403
1073,0,Radar,10,CONFIRMED,17:40:8677,,,3277686.9767,-4.6
1074,1,Radar,10,CONFIRMED,17:40:8879,,,3277685.17091,-4.62011003873
1075,0,Radar,10,CONFIRMED,17:40:8879,,,3277686.0807,-4.6
1076,1,Radar,11,CONFIRMED,17:40:8879,,,3277758.28278,-4.64004621916
1077,0,Radar,11,CONFIRMED,17:40:8879,,,3277759.1687,-4.7
1078,1,Radar,10,CONFIRMED,17:40:9091,,,3277684.4794900003,-4.61578724697
1079,0,Radar,10,CONFIRMED,17:40:9091,,,3277685.1207,-4.6
1080,1,Radar,11,CONFIRMED,17:40:9091,,,3277757.67735,-4.88498132262
1081,0,Radar,11,CONFIRMED,17:40:9091,,,3277758.0807,-5.0
1082,1,Radar,10,CONFIRMED,17:40:9288,,,3277683.70684,-4.55260857002
1083,0,Radar,10,CONFIRMED,17:40:9288,,,3277684.2247,-4.6
1084,1,Radar,11,CONFIRMED,17:40:9288,,,3277756.63618,-5.41429072812
1085,0,Radar,11,CONFIRMED,17:40:9288,,,3277757.1847,-5.6
1086,1,Radar,10,CONFIRMED,17:40:9488,,,3277682.7975,-4.54085613721
1087,0,Radar,10,CONFIRMED,17:40:9488,,,,
1088,1,Radar,11,CONFIRMED,17:40:9482,,,3277755.29417,-5.6413858397
1089,0,Radar,11,CONFIRMED,17:40:9482,,,3277755.8407,-5.7
1090,1,Radar,12,CONFIRMED,17:40:9482,,,3277692.25628,-5.18639309159
1091,0,Radar,12,CONFIRMED,17:40:9482,,,3277693.8247,-5.3
1092,1,Radar,10,CONFIRMED,17:40:9688,,,3277681.8900099997,-4.53399469634
1093,0,Radar,10,CONFIRMED,17:40:9688,,,,
1094,1,Radar,11,CONFIRMED,17:40:9683,,,3277754.13606,-5.86155270447
1095,0,Radar,11,CONFIRMED,17:40:9683,,,3277754.4327,-5.9
1096,1,Radar,12,CONFIRMED,17:40:9683,,,3277691.38066,-5.3685607025
1097,0,Radar,12,CONFIRMED,17:40:9683,,,3277692.9287,-5.4
1098,1,Radar,10,CONFIRMED,17:40:9888,,,3277680.9704,-4.6621396481
1099,0,Radar,10,CONFIRMED,17:40:9888,,,,
1100,1,Radar,11,CONFIRMED,17:40:9891,,,3277753.1888599996,-6.04296911285
1101,0,Radar,11,CONFIRMED,17:40:9891,,,3277753.2167,-6.1
1102,1,Radar,12,CONFIRMED,17:40:9891,,,3277690.2603599997,-5.67285670585
1103,0,Radar,12,CONFIRMED,17:40:9891,,,3277691.6487,-5.8
1104,1,Radar,10,CONFIRMED,17:40:10088,,,3277680.03241,-4.7177486136
1105,0,Radar,10,CONFIRMED,17:40:10088,,,,
1106,1,Radar,11,CONFIRMED,17:40:10128,,,3277751.89421,-6.22867615448
1107,0,Radar,11,CONFIRMED,17:40:10128,,,3277751.9367,-6.3
1108,1,Radar,12,CONFIRMED,17:40:10128,,,3277689.4144,-5.92590417756
1109,0,Radar,12,CONFIRMED,17:40:10128,,,3277690.6247,-6.0
1110,1,Radar,10,ZOMBIE,17:40:10288,,,3277679.09373,-4.66905699564
1111,0,Radar,10,ZOMBIE,17:40:10288,,,,
1112,1,Radar,11,CONFIRMED,17:40:10330,,,3277750.3781,-6.4920225474
1113,0,Radar,11,CONFIRMED,17:40:10330,,,3277750.4647,-6.6
1114,1,Radar,12,CONFIRMED,17:40:10330,,,3277688.41774,-6.24796784805
1115,0,Radar,12,CONFIRMED,17:40:10330,,,3277689.2807,-6.4
1116,1,Radar,10,ZOMBIE,17:40:10488,,,3277678.15749,-4.69329971396
1117,0,Radar,10,ZOMBIE,17:40:10488,,,,
1118,1,Radar,11,CONFIRMED,17:40:10466,,,3277749.33536,-6.60582677438
1119,0,Radar,11,CONFIRMED,17:40:10466,,,3277749.4407,-6.7
1120,1,Radar,12,CONFIRMED,17:40:10466,,,3277687.21833,-6.42726281597
1121,0,Radar,12,CONFIRMED,17:40:10466,,,3277688.2567,-6.5
1122,1,Radar,10,ZOMBIE,17:40:10688,,,3277677.22495,-4.63216374426
1123,0,Radar,10,ZOMBIE,17:40:10688,,,,
1124,1,Radar,11,CONFIRMED,17:40:10696,,,3277748.07816,-6.88190914067
1125,0,Radar,11,CONFIRMED,17:40:10696,,,3277747.7127,-7.0
1126,1,Radar,12,CONFIRMED,17:40:10696,,,3277686.11778,-6.56605524949
1127,0,Radar,12,CONFIRMED,17:40:10696,,,3277686.5927,-6.6
1128,1,Radar,10,ZOMBIE,17:40:10888,,,3277676.30372,-4.58011708266
1129,0,Radar,10,ZOMBIE,17:40:10888,,,,
1130,1,Radar,11,CONFIRMED,17:40:10893,,,3277746.75727,-7.18170926668
1131,0,Radar,11,CONFIRMED,17:40:10893,,,3277746.3687,-7.2
1132,1,Radar,12,CONFIRMED,17:40:10893,,,3277685.02147,-6.61742929569
1133,0,Radar,12,CONFIRMED,17:40:10893,,,3277685.2487,-6.6
1134,1,Radar,10,ZOMBIE,17:40:11088,,,3277675.39019,-4.55514123214
1135,0,Radar,10,ZOMBIE,17:40:11088,,,,
1136,1,Radar,11,CONFIRMED,17:40:11097,,,3277745.4097,-7.24832496429
1137,0,Radar,11,CONFIRMED,17:40:11097,,,3277744.9607,-7.3
1138,1,Radar,12,CONFIRMED,17:40:11097,,,3277683.66016,-6.584889869
1139,0,Radar,12,CONFIRMED,17:40:11097,,,3277683.9047,-6.6
1140,1,Radar,11,CONFIRMED,17:40:11308,,,3277743.92777,-7.3446306439
1141,0,Radar,11,CONFIRMED,17:40:11308,,,3277743.7447,-7.4
1142,1,Radar,12,CONFIRMED,17:40:11308,,,3277682.49359,-6.58242217686
1143,0,Radar,12,CONFIRMED,17:40:11308,,,3277682.5607,-6.6
1144,1,Radar,11,CONFIRMED,17:40:11524,,,3277742.46398,-7.64662457104
1145,0,Radar,11,CONFIRMED,17:40:11524,,,3277742.2087,-7.7
1146,1,Radar,12,CONFIRMED,17:40:11524,,,3277681.14161,-6.5660190787
1147,0,Radar,12,CONFIRMED,17:40:11524,,,3277681.2167,-6.6
1148,1,Radar,11,CONFIRMED,17:40:11709,,,3277740.81171,-7.79589737774
1149,0,Radar,11,CONFIRMED,17:40:11709,,,3277740.6087,-7.8
1150,1,Radar,12,CONFIRMED,17:40:11724,,,3277679.82195,-6.63063291886
1151,0,Radar,12,CONFIRMED,17:40:11724,,,,
1152,1,Radar,11,CONFIRMED,17:40:11905,,,3277739.23002,-7.87990973141
1153,0,Radar,11,CONFIRMED,17:40:11905,,,3277739.0087,-7.9
1154,1,Radar,12,CONFIRMED,17:40:11924,,,3277678.49149,-6.67396714195
1155,0,Radar,12,CONFIRMED,17:40:11924,,,,
1156,1,Radar,11,CONFIRMED,17:40:12130,,,3277737.58061,-8.0710568014
1157,0,Radar,11,CONFIRMED,17:40:12130,,,3277737.4727,-8.1
1158,1,Radar,12,CONFIRMED,17:40:12124,,,3277677.1597700003,-6.64323572401
1159,0,Radar,12,CONFIRMED,17:40:12124,,,,
1160,1,Radar,11,CONFIRMED,17:40:12331,,,3277735.9802900003,-8.25500582637
1161,0,Radar,11,CONFIRMED,17:40:12331,,,3277735.6167,-8.3
1162,1,Radar,12,CONFIRMED,17:40:12324,,,3277675.82684,-6.68604960866
1163,0,Radar,12,CONFIRMED,17:40:12324,,,,
1164,1,Radar,11,CONFIRMED,17:40:12533,,,3277734.34123,-8.34790626323
1165,0,Radar,11,CONFIRMED,17:40:12533,,,3277733.8247,-8.4
1166,1,Radar,12,ZOMBIE,17:40:12524,,,3277674.48256,-6.75674606556
1167,0,Radar,12,ZOMBIE,17:40:12524,,,,
1168,1,Radar,11,CONFIRMED,17:40:12733,,,3277732.70497,-8.46161807019
1169,0,Radar,11,CONFIRMED,17:40:12733,,,3277732.4167,-8.5
1170,1,Radar,12,ZOMBIE,17:40:12724,,,3277673.12255,-6.84331347301
1171,0,Radar,12,ZOMBIE,17:40:12724,,,,
1172,1,Radar,11,CONFIRMED,17:40:12922,,,3277731.0112099997,-8.65526281615
1173,0,Radar,11,CONFIRMED,17:40:12922,,,3277730.6247,-8.7
1174,1,Radar,12,ZOMBIE,17:40:12924,,,3277671.76683,-6.7138995497
1175,0,Radar,12,ZOMBIE,17:40:12924,,,,
1176,1,Radar,11,CONFIRMED,17:40:13077,,,3277729.2889400003,-8.65968804151
1177,0,Radar,11,CONFIRMED,17:40:13077,,,3277729.2167,-8.7
1178,1,Radar,12,ZOMBIE,17:40:13124,,,3277670.42765,-6.6778517684
1179,0,Radar,12,ZOMBIE,17:40:13124,,,,
1180,1,Radar,11,CONFIRMED,17:40:13284,,,3277727.55907,-8.83481333645
1181,0,Radar,11,CONFIRMED,17:40:13284,,,3277727.4887,-8.9
1182,1,Radar,12,ZOMBIE,17:40:13324,,,3277669.09308,-6.66786499968
1183,0,Radar,12,ZOMBIE,17:40:13324,,,,
1184,1,Radar,11,CONFIRMED,17:40:13492,,,3277725.72156,-8.87178746812
1185,0,Radar,11,CONFIRMED,17:40:13492,,,3277725.7607,-8.9
1186,1,Radar,11,CONFIRMED,17:40:13686,,,3277724.04726,-8.77568649903
1187,0,Radar,11,CONFIRMED,17:40:13686,,,3277724.2247,-8.8
1188,1,Radar,11,CONFIRMED,17:40:13875,,,3277722.34659,-8.73254998587
1189,0,Radar,11,CONFIRMED,17:40:13875,,,3277722.3047,-8.7
1190,1,Radar,11,CONFIRMED,17:40:14078,,,3277720.75374,-8.1617032314
1191,0,Radar,11,CONFIRMED,17:40:14078,,,3277720.6407,-8.0
1192,1,Radar,11,CONFIRMED,17:40:14278,,,3277719.03876,-8.32213703802
1193,0,Radar,11,CONFIRMED,17:40:14278,,,3277718.9127,-8.4
1194,1,Radar,11,CONFIRMED,17:40:14482,,,3277717.39353,-8.1546046236
