,Filtered,Sensor,TrackID,TrackState,timestamp,xPos,xSpeed,yPos,ySpeed
103,0,Radar,3,CONFIRMED,17:38:35292,,,3277807.8087,-13.2
104,1,Radar,2,CONFIRMED,17:38:35498,,,3277767.55571,-11.5244755603
105,0,Radar,2,CONFIRMED,17:38:35498,,,3277768.7687,-11.5
106,1,Radar,3,CONFIRMED,17:38:35498,,,3277804.4573,-13.0992779563
107,0,Radar,3,CONFIRMED,17:38:35498,,,3277805.1207,-13.1
108,1,Radar,2,CONFIRMED,17:38:35697,,,3277765.22466,-11.415102368
109,0,Radar,2,CONFIRMED,17:38:35697,,,3277766.4647,-11.4
110,1,Radar,3,CONFIRMED,17:38:35697,,,3277801.80637,-13.0062641401
111,0,Radar,3,CONFIRMED,17:38:35697,,,3277802.4967,-13.0
112,1,Radar,2,CONFIRMED,17:38:35944,,,3277763.14469,-11.3043581502
113,0,Radar,2,CONFIRMED,17:38:35944,,,3277764.0967,-11.3
114,1,Radar,3,CONFIRMED,17:38:35944,,,3277799.15492,-12.9323523468
115,0,Radar,3,CONFIRMED,17:38:35944,,,3277799.8727,-12.9
116,1,Radar,2,CONFIRMED,17:38:36145,,,3277760.96298,-11.2499530508
117,0,Radar,2,CONFIRMED,17:38:36145,,,3277761.9847,-11.2
118,1,Radar,3,CONFIRMED,17:38:36145,,,3277796.4976,-12.836584974
119,0,Radar,3,CONFIRMED,17:38:36145,,,3277797.3127,-12.8
120,1,Radar,2,CONFIRMED,17:38:36350,,,3277758.71725,-11.1444942125
121,0,Radar,2,CONFIRMED,17:38:36350,,,3277759.8727,-11.1
122,1,Radar,3,CONFIRMED,17:38:36350,,,3277793.9984,-12.7144385677
123,0,Radar,3,CONFIRMED,17:38:36350,,,3277794.8807,-12.7
124,1,Radar,2,CONFIRMED,17:38:36551,,,3277756.56759,-10.9603920276
125,0,Radar,2,CONFIRMED,17:38:36551,,,3277757.7607,-10.9
126,1,Radar,3,CONFIRMED,17:38:36551,,,3277791.47544,-12.6218604621
127,0,Radar,3,CONFIRMED,17:38:36551,,,3277792.4487,-12.6
128,1,Radar,2,CONFIRMED,17:38:36714,,,3277754.4467599997,-10.8330319556
129,0,Radar,2,CONFIRMED,17:38:36714,,,3277755.5847,-10.8
130,1,Radar,3,CONFIRMED,17:38:36714,,,3277788.93522,-12.6435548303
131,0,Radar,3,CONFIRMED,17:38:36714,,,3277789.9527,-12.6
132,1,Radar,2,CONFIRMED,17:38:36914,,,3277752.4164299998,-10.7253047735
133,0,Radar,2,CONFIRMED,17:38:36914,,,3277753.3447,-10.7
134,1,Radar,3,CONFIRMED,17:38:36914,,,3277786.41464,-12.5308197181
135,0,Radar,3,CONFIRMED,17:38:36914,,,3277787.3927,-12.5
136,1,Radar,2,CONFIRMED,17:38:37125,,,3277750.30868,-10.621274995
137,0,Radar,2,CONFIRMED,17:38:37125,,,3277751.2327,-10.6
138,1,Radar,3,CONFIRMED,17:38:37125,,,3277783.8867200003,-12.4174501695
139,0,Radar,3,CONFIRMED,17:38:37125,,,3277784.8967,-12.4
140,1,Radar,2,CONFIRMED,17:38:37331,,,3277748.19348,-10.4602567039
141,0,Radar,2,CONFIRMED,17:38:37331,,,3277749.1847,-10.4
142,1,Radar,3,CONFIRMED,17:38:37331,,,3277781.4553799997,-12.3353043507
143,0,Radar,3,CONFIRMED,17:38:37331,,,3277782.5927,-12.3
144,1,Radar,2,CONFIRMED,17:38:37521,,,3277746.17639,-10.3366549156
145,0,Radar,2,CONFIRMED,17:38:37521,,,3277746.9447,-10.3
146,1,Radar,3,CONFIRMED,17:38:37521,,,3277779.01565,-12.1983657343
147,0,Radar,3,CONFIRMED,17:38:37521,,,3277780.0327,-12.2
148,1,Radar,2,CONFIRMED,17:38:37755,,,3277744.13814,-10.1613909742
149,0,Radar,2,CONFIRMED,17:38:37755,,,3277745.0247,-10.1
150,1,Radar,3,CONFIRMED,17:38:37755,,,3277776.7231099997,-12.1049085464
151,0,Radar,3,CONFIRMED,17:38:37755,,,3277777.7287,-12.1
152,1,Radar,2,CONFIRMED,17:38:37939,,,3277742.28174,-10.0018651909
153,0,Radar,2,CONFIRMED,17:38:37939,,,3277743.1047,-10.0
154,1,Radar,3,CONFIRMED,17:38:37939,,,3277774.31709,-12.0152841081
155,0,Radar,3,CONFIRMED,17:38:37939,,,3277775.3607,-12.0
156,1,Radar,2,CONFIRMED,17:38:38144,,,3277740.36522,-9.86195013899
157,0,Radar,2,CONFIRMED,17:38:38144,,,3277741.2487,-9.8
158,1,Radar,3,CONFIRMED,17:38:38144,,,3277772.08462,-11.925396327
159,0,Radar,3,CONFIRMED,17:38:38144,,,3277773.0567,-11.9
160,1,Radar,2,CONFIRMED,17:38:38301,,,3277738.4013099996,-9.64669887616
161,0,Radar,2,CONFIRMED,17:38:38301,,,3277739.7767,-9.6
162,1,Radar,3,CONFIRMED,17:38:38301,,,3277769.75945,-11.8072164421
163,0,Radar,3,CONFIRMED,17:38:38301,,,3277771.2647,-11.8
164,1,Radar,2,CONFIRMED,17:38:38527,,,3277736.4386400003,-9.46263256668
165,0,Radar,2,CONFIRMED,17:38:38527,,,3277737.2167,-9.4
166,1,Radar,3,CONFIRMED,17:38:38527,,,3277767.52865,-11.7115178103
167,0,Radar,3,CONFIRMED,17:38:38527,,,3277768.2567,-11.7
168,1,Radar,2,CONFIRMED,17:38:38733,,,3277734.55424,-9.30127951041
169,0,Radar,2,CONFIRMED,17:38:38733,,,3277735.2967,-9.2
170,1,Radar,3,CONFIRMED,17:38:38733,,,3277765.30165,-11.5952695834
171,0,Radar,3,CONFIRMED,17:38:38733,,,3277765.8887,-11.6
172,1,Radar,2,CONFIRMED,17:38:38907,,,3277732.72626,-9.16264153215
173,0,Radar,2,CONFIRMED,17:38:38907,,,3277733.7607,-9.1
174,1,Radar,3,CONFIRMED,17:38:38907,,,3277763.0343,-11.5951727938
175,0,Radar,3,CONFIRMED,17:38:38907,,,3277764.1607,-11.6
176,1,Radar,2,CONFIRMED,17:38:39100,,,3277730.9651900004,-8.87069859846
177,0,Radar,2,CONFIRMED,17:38:39100,,,3277731.9687,-8.8
178,1,Radar,3,CONFIRMED,17:38:39100,,,3277760.7500400003,-11.5426305207
179,0,Radar,3,CONFIRMED,17:38:39100,,,3277761.8567,-11.5
180,1,Radar,2,CONFIRMED,17:38:39301,,,3277729.2653799998,-8.657966634
181,0,Radar,2,CONFIRMED,17:38:39301,,,3277730.3687,-8.6
182,1,Radar,3,CONFIRMED,17:38:39301,,,3277758.61938,-11.433907814
183,0,Radar,3,CONFIRMED,17:38:39301,,,3277759.6167,-11.4
184,1,Radar,2,CONFIRMED,17:38:39532,,,3277727.53274,-8.44613678381
185,0,Radar,2,CONFIRMED,17:38:39532,,,3277728.7047,-8.4
186,1,Radar,3,CONFIRMED,17:38:39532,,,3277756.3484099996,-11.3347540556
187,0,Radar,3,CONFIRMED,17:38:39532,,,3277757.4407,-11.3
188,1,Radar,2,CONFIRMED,17:38:39730,,,3277725.98825,-8.17676894013
189,0,Radar,2,CONFIRMED,17:38:39730,,,3277727.0407,-8.1
190,1,Radar,3,CONFIRMED,17:38:39730,,,3277754.2148700003,-11.229678359
191,0,Radar,3,CONFIRMED,17:38:39730,,,3277755.0727,-11.2
192,1,Radar,2,CONFIRMED,17:38:39923,,,3277724.49761,-7.91289468431
193,0,Radar,2,CONFIRMED,17:38:39923,,,3277725.6327,-7.8
194,1,Radar,3,CONFIRMED,17:38:39923,,,3277752.0532400003,-11.2150304891
195,0,Radar,3,CONFIRMED,17:38:39923,,,3277752.7687,-11.2
196,1,Radar,2,CONFIRMED,17:38:40116,,,3277722.99609,-7.5828907496
197,0,Radar,2,CONFIRMED,17:38:40116,,,3277724.0967,-7.5
198,1,Radar,3,CONFIRMED,17:38:40116,,,3277749.86217,-11.0739536235
199,0,Radar,3,CONFIRMED,17:38:40116,,,3277750.5927,-11.0
200,1,Radar,2,CONFIRMED,17:38:40316,,,3277721.59528,-7.38173364628
201,0,Radar,2,CONFIRMED,17:38:40316,,,3277722.7527,-7.3
202,1,Radar,3,CONFIRMED,17:38:40316,,,3277747.7057,-10.9809001947
203,0,Radar,3,CONFIRMED,17:38:40316,,,3277748.4807,-11.0
204,1,Radar,2,CONFIRMED,17:38:40517,,,3277720.09812,-7.16157337049
205,0,Radar,2,CONFIRMED,17:38:40517,,,3277721.2807,-7.1
206,1,Radar,3,CONFIRMED,17:38:40517,,,3277745.48232,-10.9548474616
207,0,Radar,3,CONFIRMED,17:38:40517,,,3277746.0487,-10.9
208,1,Radar,2,CONFIRMED,17:38:40725,,,3277718.66499,-6.96082516639
209,0,Radar,2,CONFIRMED,17:38:40725,,,3277719.8727,-6.9
210,1,Radar,3,CONFIRMED,17:38:40725,,,3277743.37828,-10.8219105812
211,0,Radar,3,CONFIRMED,17:38:40725,,,3277743.9367,-10.8
212,1,Radar,2,CONFIRMED,17:38:40926,,,3277717.30732,-6.65884562445
213,0,Radar,2,CONFIRMED,17:38:40926,,,3277718.4647,-6.6
214,1,Radar,3,CONFIRMED,17:38:40926,,,3277741.27168,-10.718538455
215,0,Radar,3,CONFIRMED,17:38:40926,,,3277741.7607,-10.7
216,1,Radar,2,CONFIRMED,17:38:41129,,,3277716.0466,-6.43853295228
217,0,Radar,2,CONFIRMED,17:38:41129,,,3277717.1847,-6.4
218,1,Radar,3,CONFIRMED,17:38:41129,,,3277739.17025,-10.6076475128
219,0,Radar,3,CONFIRMED,17:38:41129,,,3277739.4567,-10.6
220,1,Radar,2,CONFIRMED,17:38:41333,,,3277714.6724400003,-6.41355371157
221,0,Radar,2,CONFIRMED,17:38:41333,,,3277715.7767,-6.4
222,1,Radar,3,CONFIRMED,17:38:41333,,,3277737.04925,-10.5248926282
223,0,Radar,3,CONFIRMED,17:38:41333,,,3277737.2167,-10.5
224,1,Radar,2,CONFIRMED,17:38:41549,,,3277713.5038900003,-5.89787720712
225,0,Radar,2,CONFIRMED,17:38:41549,,,3277714.3687,-5.8
226,1,Radar,3,CONFIRMED,17:38:41549,,,3277734.96665,-10.4936282275
227,0,Radar,3,CONFIRMED,17:38:41549,,,3277735.1047,-10.5
228,1,Radar,2,CONFIRMED,17:38:41781,,,3277712.3487,-5.63846876025
229,0,Radar,2,CONFIRMED,17:38:41781,,,3277713.0247,-5.6
230,1,Radar,3,CONFIRMED,17:38:41781,,,3277732.9076,-10.3435400403
231,0,Radar,3,CONFIRMED,17:38:41781,,,3277733.1847,-10.3
232,1,Radar,2,CONFIRMED,17:38:41906,,,3277711.3823599997,-5.35829561612
233,0,Radar,2,CONFIRMED,17:38:41906,,,3277712.6407,-5.3
234,1,Radar,3,CONFIRMED,17:38:41906,,,3277730.85468,-10.2421465297
235,0,Radar,3,CONFIRMED,17:38:41906,,,3277732.0967,-10.2
236,1,Radar,2,CONFIRMED,17:38:42142,,,3277710.30638,-5.25262398543
237,0,Radar,2,CONFIRMED,17:38:42142,,,3277711.5527,-5.2
238,1,Radar,3,CONFIRMED,17:38:42142,,,3277728.85177,-10.1499460464
239,0,Radar,3,CONFIRMED,17:38:42142,,,3277730.1767,-10.1
240,1,Radar,2,CONFIRMED,17:38:42324,,,3277709.31514,-5.04677208822
241,0,Radar,2,CONFIRMED,17:38:42324,,,3277710.5287,-5.0
242,1,Radar,3,CONFIRMED,17:38:42324,,,3277726.8883599997,-9.91695660063
243,0,Radar,3,CONFIRMED,17:38:42324,,,3277728.3847,-9.9
244,1,Radar,2,CONFIRMED,17:38:42548,,,3277708.37517,-4.57204685925
245,0,Radar,2,CONFIRMED,17:38:42548,,,3277708.9287,-4.4
246,1,Radar,3,CONFIRMED,17:38:42548,,,3277724.95514,-9.73806453955
247,0,Radar,3,CONFIRMED,17:38:42548,,,3277725.1847,-9.7
248,1,Radar,2,CONFIRMED,17:38:42797,,,3277707.56621,-4.13674588106
249,0,Radar,2,CONFIRMED,17:38:42797,,,3277707.9687,-4.0
250,1,Radar,3,CONFIRMED,17:38:42765,,,3277723.0885400004,-9.45429120695
251,0,Radar,3,CONFIRMED,17:38:42765,,,3277723.3287,-9.4
252,1,Radar,2,CONFIRMED,17:38:42997,,,3277706.73802,-4.14516934839
253,0,Radar,2,CONFIRMED,17:38:42997,,,,
254,1,Radar,3,CONFIRMED,17:38:42949,,,3277721.3080700003,-8.99794813864
255,0,Radar,3,CONFIRMED,17:38:42949,,,3277721.4727,-8.8
256,1,Radar,2,CONFIRMED,17:38:43197,,,3277705.9015599997,-4.21933832267
257,0,Radar,2,CONFIRMED,17:38:43197,,,,
258,1,Radar,3,CONFIRMED,17:38:43152,,,3277719.59667,-8.78916412082
259,0,Radar,3,CONFIRMED,17:38:43152,,,3277719.8727,-8.7
260,1,Radar,2,CONFIRMED,17:38:43397,,,3277705.05356,-4.26071065128
261,0,Radar,2,CONFIRMED,17:38:43397,,,,
262,1,Radar,3,CONFIRMED,17:38:43356,,,3277717.82022,-8.44346396852
263,0,Radar,3,CONFIRMED,17:38:43356,,,3277718.1447,-8.3
264,1,Radar,2,CONFIRMED,17:38:43597,,,3277704.19803,-4.29454069481
265,0,Radar,2,CONFIRMED,17:38:43597,,,,
266,1,Radar,3,CONFIRMED,17:38:43557,,,3277716.14299,-8.18904130131
267,0,Radar,3,CONFIRMED,17:38:43557,,,3277716.3527,-8.1
268,1,Radar,2,ZOMBIE,17:38:43797,,,3277703.34103,-4.27547569826
269,0,Radar,2,ZOMBIE,17:38:43797,,,,
270,1,Radar,3,CONFIRMED,17:38:43767,,,3277714.46462,-7.90577669437
271,0,Radar,3,CONFIRMED,17:38:43767,,,3277714.9447,-7.8
272,1,Radar,2,ZOMBIE,17:38:43997,,,3277702.48715,-4.26334981449
273,0,Radar,2,ZOMBIE,17:38:43997,,,,
274,1,Radar,3,CONFIRMED,17:38:43972,,,3277713.04038,-7.40757464107
275,0,Radar,3,CONFIRMED,17:38:43972,,,3277713.1527,-7.3
276,1,Radar,2,ZOMBIE,17:38:44197,,,3277701.63831,-4.22508387882
277,0,Radar,2,ZOMBIE,17:38:44197,,,,
278,1,Radar,3,CONFIRMED,17:38:44110,,,3277711.72609,-6.86632286887
279,0,Radar,3,CONFIRMED,17:38:44110,,,3277712.1287,-6.7
280,1,Radar,2,ZOMBIE,17:38:44397,,,3277700.7995,-4.16299392782
281,0,Radar,2,ZOMBIE,17:38:44397,,,,
282,1,Radar,3,CONFIRMED,17:38:44367,,,3277710.41067,-6.53876953317
283,0,Radar,3,CONFIRMED,17:38:44367,,,3277710.5927,-6.4
284,1,Radar,2,ZOMBIE,17:38:44597,,,3277699.9591599996,-4.2403610403
285,0,Radar,2,ZOMBIE,17:38:44597,,,,
286,1,Radar,3,CONFIRMED,17:38:44574,,,3277709.14542,-6.22517157622
287,0,Radar,3,CONFIRMED,17:38:44574,,,3277709.1847,-6.1
288,1,Radar,3,CONFIRMED,17:38:44719,,,3277707.92154,-5.89475140242
289,0,Radar,3,CONFIRMED,17:38:44719,,,3277708.2887,-5.8
290,1,Radar,3,CONFIRMED,17:38:44920,,,3277706.79954,-5.55740182983
291,0,Radar,3,CONFIRMED,17:38:44920,,,3277707.1367,-5.5
292,1,Radar,3,CONFIRMED,17:38:45116,,,3277705.73921,-5.14358291325
293,0,Radar,3,CONFIRMED,17:38:45116,,,3277706.1767,-5.0
294,1,Radar,3,CONFIRMED,17:38:45336,,,3277704.77155,-4.61114287142
295,0,Radar,3,CONFIRMED,17:38:45336,,,3277705.2167,-4.5
296,1,Radar,3,CONFIRMED,17:38:45535,,,3277703.95269,-4.13569894236
297,0,Radar,3,CONFIRMED,17:38:45535,,,3277704.3847,-4.0
298,1,Radar,3,CONFIRMED,17:38:45735,,,3277703.12032,-4.1880211489
299,0,Radar,3,CONFIRMED,17:38:45735,,,,
300,1,Radar,3,CONFIRMED,17:38:45935,,,3277702.28647,-4.15053496193
301,0,Radar,3,CONFIRMED,17:38:45935,,,,
302,1,Radar,3,CONFIRMED,17:38:46135,,,3277701.45961,-4.11805873326
303,0,Radar,3,CONFIRMED,17:38:46135,,,,
304,1,Radar,3,CONFIRMED,17:38:46335,,,3277700.64122,-4.06580214492
305,0,Radar,3,CONFIRMED,17:38:46335,,,,
306,1,Radar,3,ZOMBIE,17:38:46535,,,3277699.8306400003,-4.04004796043
307,0,Radar,3,ZOMBIE,17:38:46535,,,,
308,1,Radar,3,ZOMBIE,17:38:46735,,,3277699.0208099997,-4.05817401958
309,0,Radar,3,ZOMBIE,17:38:46735,,,,
310,1,Radar,3,ZOMBIE,17:38:46935,,,3277698.21569,-3.99301867899
311,0,Radar,3,ZOMBIE,17:38:46935,,,,
312,1,Radar,3,ZOMBIE,17:38:47135,,,3277697.4229099997,-3.93481776198
313,0,Radar,3,ZOMBIE,17:38:47135,,,,
314,1,Radar,3,ZOMBIE,17:38:47335,,,3277696.63026,-3.9916771426
315,0,Radar,3,ZOMBIE,17:38:47335,,,,
316,1,Radar,4,CONFIRMED,17:38:53193,,,3277693.0879,-4.62142581422
317,0,Radar,4,CONFIRMED,17:38:53193,,,3277692.9287,-4.6
318,1,Radar,4,CONFIRMED,17:38:53331,,,3277692.2864599996,-4.76828192476
319,0,Radar,4,CONFIRMED,17:38:53331,,,3277692.2247,-4.8
320,1,Radar,4,CONFIRMED,17:38:53532,,,3277691.3429900003,-4.62797271268
321,0,Radar,4,CONFIRMED,17:38:53532,,,3277691.3287,-4.6
322,1,Radar,4,CONFIRMED,17:38:53734,,,3277690.39665,-4.38019609789
323,0,Radar,4,CONFIRMED,17:38:53734,,,3277690.7527,-4.3
324,1,Radar,4,CONFIRMED,17:38:53938,,,3277689.67265,-4.34075608623
325,0,Radar,4,CONFIRMED,17:38:53938,,,3277689.9207,-4.3
326,1,Radar,4,CONFIRMED,17:38:54142,,,3277688.7927099997,-4.29459372784
327,0,Radar,4,CONFIRMED,17:38:54142,,,3277689.0247,-4.3
328,1,Radar,4,CONFIRMED,17:38:54346,,,3277687.9327700003,-4.2736640819
329,0,Radar,4,CONFIRMED,17:38:54346,,,3277688.1287,-4.3
330,1,Radar,4,CONFIRMED,17:38:54547,,,3277687.05298,-4.28843322977
331,0,Radar,4,CONFIRMED,17:38:54547,,,3277687.2967,-4.3
332,1,Radar,4,CONFIRMED,17:38:54751,,,3277686.17419,-4.29196081436
333,0,Radar,4,CONFIRMED,17:38:54751,,,3277686.4007,-4.3
334,1,Radar,5,CONFIRMED,17:38:54751,,,3277694.53973,-4.82301957074
335,0,Radar,5,CONFIRMED,17:38:54751,,,3277695.0407,-4.9
336,1,Radar,4,CONFIRMED,17:38:54951,,,3277685.32018,-4.24811215396
337,0,Radar,4,CONFIRMED,17:38:54951,,,,
338,1,Radar,5,CONFIRMED,17:38:54954,,,3277693.50789,-4.8796655363
339,0,Radar,5,CONFIRMED,17:38:54954,,,3277693.9527,-4.9
340,1,Radar,4,CONFIRMED,17:38:55151,,,3277684.46986,-4.25512662358
341,0,Radar,4,CONFIRMED,17:38:55151,,,,
342,1,Radar,5,CONFIRMED,17:38:55230,,,3277692.4709400004,-5.13423936713
343,0,Radar,5,CONFIRMED,17:38:55230,,,3277692.9287,-5.2
344,1,Radar,4,CONFIRMED,17:38:55351,,,3277683.61693,-4.27412131983
345,0,Radar,4,CONFIRMED,17:38:55351,,,,
346,1,Radar,5,CONFIRMED,17:38:55339,,,3277691.90195,-5.10605056189
347,0,Radar,5,CONFIRMED,17:38:55339,,,3277692.2247,-5.1
348,1,Radar,4,CONFIRMED,17:38:55551,,,3277682.75813,-4.31392031036
